n	price	totsp	livesp	kitsp	dist	metrdist	walk	brick	floor	code
1785	96	59	42	6	13.5	7	1	0	1	6
1786	95	60	43	7	12.5	5	1	0	1	2
1787	120	74	51	8	7	5	0	1	1	4
1788	119	77	53	8	10.5	10	1	1	0	7
1789	167	74	45	11	5	10	1	0	1	4
1790	210	71	45	6	9	1	1	1	1	4
1791	173	80	50	8	6	10	1	1	1	6
1792	132	78	46	14	12.5	12	1	0	0	2
1793	145	63	41	8	3.5	3	1	0	1	7
1794	199	70	46	8	7.5	7	1	1	1	3
1795	82	55	34	5	10.5	5	0	1	1	3
1796	113	84	54	10	13	5	0	0	1	5
1797	129	60	41	6	3	7	1	0	0	1
1798	105	64	38	8	14.5	10	0	0	1	2
1799	110	75	45	8	13.5	10	0	0	0	6
1800	119	68	45	8	6	10	1	0	1	6
1801	117	81	46	10	12.5	10	1	0	1	2
1802	88	59	44	6	14.5	10	1	0	1	3
1803	250	92	57	11	9	3	1	1	1	3
1804	92	62	39	7	12	10	1	0	1	5
1805	99	66	41	8	13.5	15	1	1	1	1
1806	85	53	34	6	10.5	3	1	0	1	7
1807	88	60	43	6	12.5	5	1	0	1	2
1808	92	63	38	8	14.5	5	0	0	0	2
1809	75	56	37	5	10	10	1	0	0	6
1810	92	65	45	7	12.5	5	1	0	1	2
1811	170	86	56	10	12	2	1	0	1	5
1812	222	134	75	16	12	5	1	0	1	7
1813	95	51	34	6	12	5	0	0	1	8
1814	70	60	43	6	17	10	1	0	1	2
1815	270	82	49	13	8	15	1	0	1	1
1816	85	65	46	7	13	7	0	0	1	5
1817	142	83	45	10	12.7	15	1	0	1	5
1818	95	65	46	8	12.5	10	1	0	1	2
1819	96	65	40	8	14.5	15	1	0	0	2
1820	121	80	45	13	14.5	5	0	0	1	3
1821	170	68	39	10	4.5	10	1	1	0	8
1822	100	77	50	6	3.5	3	1	1	1	7
1823	115	67	42	9	3.5	7	1	1	1	7
1824	79	60	43	5	12	10	0	0	0	7
1825	108	65	40	8	17	5	1	0	1	2
1826	300	127	66	15	12.5	5	1	1	1	3
1827	130	57	42	6	4.5	5	1	1	1	8
1828	96	60	43	6	14.5	7	1	0	1	2
1829	197	70	46	7	4.5	3	1	1	1	8
1830	80	59	43	6	13.5	5	0	0	1	6
1831	138	95	63	9	10	10	1	0	1	6
1832	102	64	47	6	17	10	1	0	1	4
1833	210	80	49	10	12.5	5	1	1	1	3
1834	103	64	44	10	15.5	7	1	0	1	1
1835	245	83	48	12	7.5	10	1	1	1	8
1836	147	80	45	13	4.5	15	1	0	1	8
1837	90	61	44	6	12	5	1	0	0	8
1838	176	86	54	8	9	10	1	1	1	4
1839	127	74	45	11	12	10	0	0	0	1
1840	98	58	43	6	14.5	10	0	0	1	3
1841	87	54	34	6	17	1	1	0	1	4
1842	149	77	45	10	13	2	1	0	1	5
1843	91	64	45	7	14.5	10	1	0	1	2
1844	115	78	46	10	12	15	0	0	1	7
1845	140	82	49	8	13	5	1	0	1	5
1846	90	59	45	6	15.5	5	0	0	1	1
1847	145	69	43	7	3.5	3	1	1	1	7
1848	82	59	38	6	13.5	5	1	0	1	6
1849	79	51	34	6	13.5	10	1	0	1	6
1850	150	69	46	8	7.5	7	1	1	1	3
1851	86	54	36	6	9	15	0	1	0	3
1852	155	85	49	9	12	5	1	1	1	7
1853	127	74	42	9	12	5	1	0	1	1
1854	94	72	46	10	14.5	9	0	0	1	3
1855	185	91	50	12	10.5	10	1	0	1	3
1856	122	79	45	13	12	10	1	0	1	1
1857	110	67	49	6	12.5	10	1	1	0	3
1858	150	76	45	10	13.5	10	1	0	1	1
1859	90	67	40	8	12	5	1	0	1	5
1860	117	76	43	10	12	5	1	0	1	5
1861	82	58	35	11	12.5	10	0	0	0	3
1862	82	60	45	6	13.5	10	0	0	1	6
1863	95	57	41	6	4.5	7	1	1	0	8
1864	155	75	43	8	7	5	0	0	1	4
1865	95	66	39	8	14.5	15	1	0	1	2
1866	75	56	37	5	10	5	0	0	1	6
1867	100	65	41	8	14.5	5	0	0	1	2
1868	140	81	50	7	12	10	1	1	0	8
1869	127	76	54	6	9	5	0	0	0	4
1870	112	76	40	11	12.7	7	0	0	1	5
1871	150	81	55	9	9	5	0	1	0	3
1872	98	65	44	7	11.5	15	1	0	1	6
1873	97	80	48	8	13	5	0	1	1	5
1874	170	78	51	9	10.5	10	1	1	1	3
1875	79	54	36	6	12.5	10	0	1	1	3
1876	169	84	62	10	6.5	1	1	0	1	2
1877	160	75	44	10	12	5	1	0	1	8
1878	117	79	45	13	14.5	7	0	0	1	3
1879	84	58	42	6	13	15	1	0	0	5
1880	98	72	44	7	11.5	7	1	1	0	6
1881	112	72	51	8	6.5	5	1	1	0	5
1882	140	83	47	9	10.5	5	0	1	1	3
1883	94	61	42	6	12.5	10	1	0	1	2
1884	130	81	48	9	13.5	10	0	0	1	6
1885	105	66	40	8	17	5	1	0	1	2
1886	165	82	54	10	6	5	1	1	1	6
1887	85	58	44	6	10.5	10	1	0	0	3
1888	90	60	45	5	10.5	10	0	0	1	3
1889	85	55	35	6	10.5	5	0	1	0	3
1890	160	69	47	8	3	10	1	1	1	1
1891	118	77	43	11	7	5	0	0	1	4
1892	101	59	44	6	17	10	1	0	1	4
1893	98	60	45	5	7.5	7	1	0	0	3
1894	137	70	45	8	10.5	10	1	1	1	3
1895	245	80	49	10	3	10	1	1	0	1
1896	145	80	49	11	12.5	10	0	0	1	3
1897	118	80	45	13	12	15	1	0	1	5
1898	115	68	46	8	13.5	10	1	0	1	1
1899	105	65	39	8	17	10	1	0	0	2
1900	123	74	44	12	9	7	0	0	1	4
1901	117	75	42	10	12	5	1	0	1	5
1902	91	62	38	7	13.5	7	0	0	0	6
1903	145	80	53	9	6	2	1	1	1	6
1904	130	72	45	10	11.5	10	1	0	0	6
1905	200	87	60	15	11.5	3	1	1	1	6
1906	100	76	45	10	12	15	0	0	1	7
1907	160	77	42	8	6	5	0	0	1	6
1908	95	65	46	7	12.5	15	1	0	1	2
1909	112	72	50	9	17	10	1	1	0	2
1910	105	72	52	8	6	15	0	1	1	6
1911	125	66	40	10	12	20	1	0	1	8
1912	200	77	46	10	3	15	1	1	1	1
1913	170	100	57	14	12	10	1	0	0	5
1914	115	79	46	10	12.7	10	1	0	1	5
1915	95	56	42	7	3.5	10	1	1	0	7
1916	99	65	40	8	12.5	10	1	0	1	2
1917	94	55	41	5	13.5	10	1	1	1	1
1918	105	78	45	10	13	10	0	0	1	5
1919	205	87	58	9	7.5	5	1	1	1	3
1920	90	62	46	8	14.5	15	0	0	1	3
1921	100	64	38	8	14.5	15	0	0	1	2
1922	83	53	34	6	12.5	15	1	0	1	2
1923	93	70	50	9	12.5	10	1	0	0	2
1924	96	63	45	6	12.5	10	1	0	1	2
1925	88	60	40	5	7	7	1	0	1	4
1926	150	68	46	9	12	5	1	1	1	8
1927	105	67	48	8	13.5	15	1	0	1	6
1928	110	79	46	10	13	5	1	0	1	5
1929	118	86	54	10	12	15	1	0	1	5
1930	171	90	63	10	10.5	3	1	0	1	3
1931	451	156	80	20	10.5	5	0	1	1	3
1932	78	64	39	8	7	10	0	0	1	5
1933	165	76	52	9	8	2	1	1	1	1
1934	87	61	42	9	13.5	10	1	0	1	6
1935	85	60	40	6	13.5	5	0	0	1	6
1936	130	75	44	10	12.5	5	1	0	1	2
1937	93	64	45	7	14.5	3	1	0	1	2
1938	95	55	42	5	10.5	5	0	1	1	3
1939	179	65	45	8	9	5	1	1	1	3
1940	73	51	34	6	12	7	1	0	0	5
1941	420	102	70	20	3	2	1	1	1	1
1942	230	85	58	13	3	5	1	0	1	1
1943	154	75	36	12	7	5	1	0	1	4
1944	121	79	45	13	12	7	1	0	1	1
1945	150	81	54	9	9	5	0	1	0	3
1946	268	121	60	16	7.5	5	1	0	1	3
1947	115	68	46	7	14.5	15	1	0	1	3
1948	86	60	44	6	13.5	10	0	0	1	1
1949	185	99	67	9	9	10	1	1	0	4
1950	105	66	40	8	12.5	5	1	0	1	2
1951	95	59	43	6	15.5	5	0	0	1	1
1952	119	78	53	8	10.5	10	1	1	0	7
1953	160	68	44	8	17	5	1	0	1	2
1954	81	56	37	6	11.5	5	1	0	1	6
1955	133	65	47	8	12.5	5	1	0	1	3
1956	90	61	43	6	12.5	3	1	0	1	2
1957	148	90	55	8	13.5	7	0	1	0	1
1958	102	58	38	6	15.5	8	1	0	1	1
1959	265	136	88	14	10.5	10	1	1	1	3
1960	93	61	45	6	14.5	10	1	0	1	3
1961	103	74	43	10	13	7	0	0	1	5
1962	240	92	57	12	6.5	12	1	1	1	2
1963	92	59	38	6	15.5	10	1	0	1	1
1964	215	90	61	9	9	1	1	1	1	3
1965	117	61	44	6	4.5	5	1	1	1	8
1966	115	65	39	9	12.5	3	1	0	0	2
1967	185	68	47	8	4.5	5	1	1	1	8
1968	110	63	38	8	17	10	1	0	1	2
1969	120	80	45	9	12.7	15	1	0	1	5
1970	170	86	59	10	17	10	0	1	1	2
1971	114	77	45	10	12	10	0	0	1	7
1972	81	60	46	6	14.5	15	0	0	0	3
1973	104	73	44	10	13	5	0	0	1	5
1974	135	105	58	21	13.5	15	1	1	1	1
1975	79	59	43	6	12	10	0	0	0	7
1976	115	81	50	8	13	10	1	0	1	5
1977	91	78	45	10	17	10	1	0	1	4
1978	79	50	34	6	14.5	5	0	0	1	3
1979	136	78	45	10	12	10	1	0	0	1
1980	95	72	43	12	12.7	10	0	0	0	5
1981	78	56	38	6	13.5	5	0	0	0	6
1982	122	96	54	12	13.5	10	0	0	0	6
1983	142	70	45	9	3.5	3	1	0	1	7
1984	110	60	45	6	12	5	1	0	1	8
1985	103	74	45	9	13	10	1	0	1	5
1986	88	72	51	9	11.5	10	0	1	1	6
1987	105	60	43	6	17	5	1	0	1	4
1988	120	79	44	10	13	3	1	0	1	5
1989	150	74	48	12	12	5	1	0	1	8
1990	93	70	40	10	12	10	1	0	0	5
1991	125	75	45	10	13.5	10	0	0	1	6
1992	130	78	58	10	14.5	15	0	0	1	3
1993	120	80	45	13	12	15	1	0	1	5
1994	104	67	44	10	11.5	8	1	0	1	6
1995	105	67	45	9	12	7	0	0	1	7
1996	119	75	46	10	12	7	0	0	0	7
1997	99	57	42	6	12	10	1	1	1	8
1998	95	56	39	5	9	7	1	1	1	4
1999	89	60	42	6	12	7	0	0	1	8
2000	160	77	45	10	12	15	1	0	1	8
2001	90	60	42	6	17	3	1	0	1	2
2002	145	75	53	9	8	15	1	1	1	1
2003	155	60	40	11	7.5	5	1	1	1	3
2004	108	80	48	8	12	10	0	0	1	7
2005	115	76	45	10	12.7	5	0	0	1	5
2006	116	75	42	9	13.5	10	0	0	1	6
2007	151	111	64	16	14.5	10	0	1	1	3
2008	99	74	44	10	12	10	0	0	0	7
2009	96	60	45	6	12	5	0	0	1	7
2010	180	85	55	10	10.5	5	1	1	1	3
2011	126	64	44	7	8	2	1	0	0	1
2012	143	75	54	10	6.5	7	1	1	1	2
2013	370	111	60	13	8	5	1	1	1	1
2014	121	77	46	10	12.5	10	1	0	1	2
2015	150	75	51	8	12	15	1	0	0	8
2016	169	77	52	8	7	3	1	1	1	4
2017	125	74	46	8.5	12	5	1	0	1	5
2018	119	77	45	10	13	10	0	0	1	5
2019	145	75	46	10	9	15	1	0	1	4
2020	84	60	43	6	14.5	5	0	0	1	3
2021	98	68	44	8	10.5	10	1	0	1	7
2022	92	85	53	10	12	15	1	1	0	5
2023	81	60	44	6	13.5	10	0	0	1	1
2024	104	80	45	13	13	5	0	0	1	5
2025	130	75	45	8	11	10	1	1	1	8
2026	110	76	45	10	12	5	1	0	1	5
2027	72	50	34	7	17	10	1	0	1	4
2028	95	74	45	8	14.5	5	0	1	0	2
2029	95	64	45	7	17	5	1	0	1	2
2030	114	73	44	10	13.5	10	0	0	0	6
2031	129	64	39	9	13.5	5	0	0	1	1
2032	97	63	44	7	11.5	5	1	0	0	6
2033	97	72	43	10	12.7	10	0	0	1	5
2034	180	79	45	10	8	15	1	0	1	1
2035	110	77	47	10	13	10	1	0	1	5
2036	110	77	45	10	12	5	0	0	1	5
2037	95	60	43	6	9	5	0	0	1	4
2038	95	60	46	5	10.5	5	1	0	1	7
2039	129	76	48	10	12.5	5	0	0	1	3
2040	103	64	45	7	15.5	5	1	0	1	1
