Date	AveragePrice	Region	Year	Type
2017-05	1.14	Southeast	2017	conventional
2017-04	1.49	Southeast	2017	conventional
2017-03	1.39	Southeast	2017	conventional
2017-02	0.81	Southeast	2017	conventional
2017-01	0.94	Southeast	2017	conventional
2017-12	1.16	Spokane	2017	conventional
2017-11	1.32	Spokane	2017	conventional
2017-10	1.83	Spokane	2017	conventional
2017-09	1.58	Spokane	2017	conventional
2017-08	1.55	Spokane	2017	conventional
2017-07	1.2	Spokane	2017	conventional
2017-06	1.16	Spokane	2017	conventional
2017-05	1.0	Spokane	2017	conventional
2017-04	1.12	Spokane	2017	conventional
2017-03	0.85	Spokane	2017	conventional
2017-02	0.76	Spokane	2017	conventional
2017-01	0.87	Spokane	2017	conventional
2017-12	1.37	StLouis	2017	conventional
2017-11	1.55	StLouis	2017	conventional
2017-10	1.83	StLouis	2017	conventional
2017-09	1.69	StLouis	2017	conventional
2017-08	1.49	StLouis	2017	conventional
2017-07	1.14	StLouis	2017	conventional
2017-06	1.28	StLouis	2017	conventional
2017-05	1.37	StLouis	2017	conventional
2017-04	1.33	StLouis	2017	conventional
2017-03	1.38	StLouis	2017	conventional
2017-02	0.88	StLouis	2017	conventional
2017-01	1.11	StLouis	2017	conventional
2017-12	1.25	Syracuse	2017	conventional
2017-11	1.44	Syracuse	2017	conventional
2017-10	1.58	Syracuse	2017	conventional
2017-09	1.64	Syracuse	2017	conventional
2017-08	1.4	Syracuse	2017	conventional
2017-07	1.42	Syracuse	2017	conventional
2017-06	1.65	Syracuse	2017	conventional
2017-05	1.63	Syracuse	2017	conventional
2017-04	1.6	Syracuse	2017	conventional
2017-03	1.42	Syracuse	2017	conventional
2017-02	1.49	Syracuse	2017	conventional
2017-01	1.55	Syracuse	2017	conventional
2017-12	1.27	Tampa	2017	conventional
2017-11	1.48	Tampa	2017	conventional
2017-10	1.96	Tampa	2017	conventional
2017-09	1.89	Tampa	2017	conventional
2017-08	1.46	Tampa	2017	conventional
2017-07	1.45	Tampa	2017	conventional
2017-06	1.43	Tampa	2017	conventional
2017-05	1.15	Tampa	2017	conventional
2017-04	1.63	Tampa	2017	conventional
2017-03	1.59	Tampa	2017	conventional
2017-02	0.79	Tampa	2017	conventional
2017-01	0.93	Tampa	2017	conventional
2017-12	1.09	TotalUS	2017	conventional
2017-11	1.19	TotalUS	2017	conventional
2017-10	1.64	TotalUS	2017	conventional
2017-09	1.57	TotalUS	2017	conventional
2017-08	1.33	TotalUS	2017	conventional
2017-07	1.21	TotalUS	2017	conventional
2017-06	1.24	TotalUS	2017	conventional
2017-05	1.09	TotalUS	2017	conventional
2017-04	1.21	TotalUS	2017	conventional
2017-03	1.13	TotalUS	2017	conventional
2017-02	0.77	TotalUS	2017	conventional
2017-01	0.89	TotalUS	2017	conventional
2017-12	0.98	West	2017	conventional
2017-11	1.06	West	2017	conventional
2017-10	1.57	West	2017	conventional
2017-09	1.53	West	2017	conventional
2017-08	1.32	West	2017	conventional
2017-07	1.07	West	2017	conventional
2017-06	1.07	West	2017	conventional
2017-05	0.94	West	2017	conventional
2017-04	1.05	West	2017	conventional
2017-03	0.96	West	2017	conventional
2017-02	0.66	West	2017	conventional
2017-01	0.79	West	2017	conventional
2017-12	0.85	WestTexNewMexico	2017	conventional
2017-11	0.94	WestTexNewMexico	2017	conventional
2017-10	1.22	WestTexNewMexico	2017	conventional
2017-09	1.14	WestTexNewMexico	2017	conventional
2017-08	0.95	WestTexNewMexico	2017	conventional
2017-07	0.86	WestTexNewMexico	2017	conventional
2017-06	0.83	WestTexNewMexico	2017	conventional
2017-05	0.82	WestTexNewMexico	2017	conventional
2017-04	0.86	WestTexNewMexico	2017	conventional
2017-03	0.84	WestTexNewMexico	2017	conventional
2017-02	0.52	WestTexNewMexico	2017	conventional
2017-01	0.75	WestTexNewMexico	2017	conventional
2018-03	1.08	Albany	2018	conventional
2018-02	1.03	Albany	2018	conventional
2018-01	1.13	Albany	2018	conventional
2018-03	1.08	Atlanta	2018	conventional
2018-02	0.86	Atlanta	2018	conventional
2018-01	0.98	Atlanta	2018	conventional
2018-03	1.25	BaltimoreWashington	2018	conventional
2018-02	1.12	BaltimoreWashington	2018	conventional
2018-01	1.5	BaltimoreWashington	2018	conventional
2018-03	1.22	Boise	2018	conventional
2018-02	1.07	Boise	2018	conventional
2018-01	1.3	Boise	2018	conventional
2018-03	1.19	Boston	2018	conventional
2018-02	1.39	Boston	2018	conventional
2018-01	1.28	Boston	2018	conventional
2018-03	1.19	BuffaloRochester	2018	conventional
2018-02	1.32	BuffaloRochester	2018	conventional
2018-01	1.28	BuffaloRochester	2018	conventional
2018-03	1.13	California	2018	conventional
2018-02	0.8	California	2018	conventional
2018-01	1.19	California	2018	conventional
2018-03	1.32	Charlotte	2018	conventional
2018-02	0.99	Charlotte	2018	conventional
2018-01	1.36	Charlotte	2018	conventional
2018-03	1.53	Chicago	2018	conventional
2018-02	0.88	Chicago	2018	conventional
2018-01	1.5	Chicago	2018	conventional
2018-03	1.02	CincinnatiDayton	2018	conventional
2018-02	0.76	CincinnatiDayton	2018	conventional
2018-01	0.91	CincinnatiDayton	2018	conventional
2018-03	1.04	Columbus	2018	conventional
2018-02	0.73	Columbus	2018	conventional
2018-01	0.84	Columbus	2018	conventional
2018-03	0.77	DallasFtWorth	2018	conventional
2018-02	0.67	DallasFtWorth	2018	conventional
2018-01	0.92	DallasFtWorth	2018	conventional
2018-03	1.01	Denver	2018	conventional
2018-02	0.87	Denver	2018	conventional
2018-01	1.01	Denver	2018	conventional
2018-03	1.18	Detroit	2018	conventional
2018-02	0.67	Detroit	2018	conventional
2018-01	0.92	Detroit	2018	conventional
2018-03	1.74	GrandRapids	2018	conventional
2018-02	0.88	GrandRapids	2018	conventional
2018-01	1.35	GrandRapids	2018	conventional
2018-03	1.27	GreatLakes	2018	conventional
2018-02	0.81	GreatLakes	2018	conventional
2018-01	1.11	GreatLakes	2018	conventional
2018-03	1.21	HarrisburgScranton	2018	conventional
2018-02	1.16	HarrisburgScranton	2018	conventional
2018-01	1.33	HarrisburgScranton	2018	conventional
2018-03	1.17	HartfordSpringfield	2018	conventional
2018-02	1.38	HartfordSpringfield	2018	conventional
2018-01	1.52	HartfordSpringfield	2018	conventional
2018-03	0.71	Houston	2018	conventional
2018-02	0.56	Houston	2018	conventional
2018-01	0.8	Houston	2018	conventional
2018-03	1.09	Indianapolis	2018	conventional
2018-02	0.79	Indianapolis	2018	conventional
2018-01	0.95	Indianapolis	2018	conventional
2018-03	1.12	Jacksonville	2018	conventional
2018-02	0.96	Jacksonville	2018	conventional
2018-01	1.2	Jacksonville	2018	conventional
2018-03	1.05	LasVegas	2018	conventional
2018-02	0.88	LasVegas	2018	conventional
2018-01	1.05	LasVegas	2018	conventional
2018-03	1.1	LosAngeles	2018	conventional
2018-02	0.73	LosAngeles	2018	conventional
2018-01	1.04	LosAngeles	2018	conventional
2018-03	1.15	Louisville	2018	conventional
2018-02	0.84	Louisville	2018	conventional
2018-01	1.0	Louisville	2018	conventional
2018-03	1.14	MiamiFtLauderdale	2018	conventional
2018-02	0.98	MiamiFtLauderdale	2018	conventional
2018-01	1.22	MiamiFtLauderdale	2018	conventional
2018-03	1.2	Midsouth	2018	conventional
2018-02	0.96	Midsouth	2018	conventional
2018-01	1.2	Midsouth	2018	conventional
2018-03	1.03	Nashville	2018	conventional
2018-02	0.8	Nashville	2018	conventional
2018-01	0.85	Nashville	2018	conventional
2018-03	1.03	NewOrleansMobile	2018	conventional
2018-02	0.76	NewOrleansMobile	2018	conventional
2018-01	1.15	NewOrleansMobile	2018	conventional
2018-03	1.23	NewYork	2018	conventional
2018-02	1.28	NewYork	2018	conventional
2018-01	1.67	NewYork	2018	conventional
2018-03	1.22	Northeast	2018	conventional
2018-02	1.22	Northeast	2018	conventional
2018-01	1.43	Northeast	2018	conventional
2018-03	1.35	NorthernNewEngland	2018	conventional
2018-02	1.06	NorthernNewEngland	2018	conventional
2018-01	1.17	NorthernNewEngland	2018	conventional
2018-03	1.13	Orlando	2018	conventional
2018-02	0.99	Orlando	2018	conventional
2018-01	1.19	Orlando	2018	conventional
2018-03	1.36	Philadelphia	2018	conventional
2018-02	1.12	Philadelphia	2018	conventional
2018-01	1.56	Philadelphia	2018	conventional
2018-03	0.61	PhoenixTucson	2018	conventional
2018-02	0.59	PhoenixTucson	2018	conventional
2018-01	0.89	PhoenixTucson	2018	conventional
2018-03	1.23	Pittsburgh	2018	conventional
2018-02	0.98	Pittsburgh	2018	conventional
2018-01	1.3	Pittsburgh	2018	conventional
2018-03	1.15	Plains	2018	conventional
2018-02	0.91	Plains	2018	conventional
2018-01	1.17	Plains	2018	conventional
2018-03	1.16	Portland	2018	conventional
2018-02	0.88	Portland	2018	conventional
2018-01	1.22	Portland	2018	conventional
2018-03	1.28	RaleighGreensboro	2018	conventional
2018-02	0.97	RaleighGreensboro	2018	conventional
2018-01	1.3	RaleighGreensboro	2018	conventional
2018-03	1.14	RichmondNorfolk	2018	conventional
2018-02	0.86	RichmondNorfolk	2018	conventional
2018-01	1.03	RichmondNorfolk	2018	conventional
2018-03	1.07	Roanoke	2018	conventional
2018-02	0.82	Roanoke	2018	conventional
2018-01	0.93	Roanoke	2018	conventional
2018-03	1.18	Sacramento	2018	conventional
2018-02	0.86	Sacramento	2018	conventional
2018-01	1.35	Sacramento	2018	conventional
2018-03	1.24	SanDiego	2018	conventional
2018-02	0.88	SanDiego	2018	conventional
2018-01	1.18	SanDiego	2018	conventional
2018-03	1.16	SanFrancisco	2018	conventional
2018-02	0.84	SanFrancisco	2018	conventional
2018-01	1.46	SanFrancisco	2018	conventional
2018-03	1.43	Seattle	2018	conventional
2018-02	1.04	Seattle	2018	conventional
2018-01	1.43	Seattle	2018	conventional
2018-03	1.16	SouthCarolina	2018	conventional
2018-02	0.96	SouthCarolina	2018	conventional
2018-01	1.19	SouthCarolina	2018	conventional
2018-03	0.79	SouthCentral	2018	conventional
2018-02	0.65	SouthCentral	2018	conventional
2018-01	0.9	SouthCentral	2018	conventional
2018-03	1.12	Southeast	2018	conventional
2018-02	0.95	Southeast	2018	conventional
2018-01	1.14	Southeast	2018	conventional
2018-03	1.19	Spokane	2018	conventional
2018-02	0.98	Spokane	2018	conventional
2018-01	1.18	Spokane	2018	conventional
2018-03	1.32	StLouis	2018	conventional
2018-02	0.9	StLouis	2018	conventional
2018-01	1.34	StLouis	2018	conventional
2018-03	1.1	Syracuse	2018	conventional
2018-02	1.15	Syracuse	2018	conventional
2018-01	1.21	Syracuse	2018	conventional
2018-03	1.14	Tampa	2018	conventional
2018-02	0.98	Tampa	2018	conventional
2018-01	1.2	Tampa	2018	conventional
2018-03	1.07	TotalUS	2018	conventional
2018-02	0.87	TotalUS	2018	conventional
2018-01	1.13	TotalUS	2018	conventional
2018-03	0.96	West	2018	conventional
2018-02	0.83	West	2018	conventional
2018-01	1.08	West	2018	conventional
2018-03	0.88	WestTexNewMexico	2018	conventional
2018-02	0.76	WestTexNewMexico	2018	conventional
2018-01	0.88	WestTexNewMexico	2018	conventional
2015-12	1.84	Albany	2015	organic
2015-11	1.88	Albany	2015	organic
2015-10	1.98	Albany	2015	organic
2015-09	1.86	Albany	2015	organic
2015-08	2.0	Albany	2015	organic
2015-07	2.04	Albany	2015	organic
2015-06	1.93	Albany	2015	organic
2015-05	2.03	Albany	2015	organic
2015-04	1.93	Albany	2015	organic
2015-03	1.76	Albany	2015	organic
2015-02	1.83	Albany	2015	organic
2015-01	1.79	Albany	2015	organic
2015-12	1.48	Atlanta	2015	organic
2015-11	1.79	Atlanta	2015	organic
2015-10	1.79	Atlanta	2015	organic
2015-09	1.98	Atlanta	2015	organic
2015-08	1.8	Atlanta	2015	organic
2015-07	1.5	Atlanta	2015	organic
2015-06	1.74	Atlanta	2015	organic
2015-05	2.03	Atlanta	2015	organic
2015-04	1.74	Atlanta	2015	organic
2015-03	1.22	Atlanta	2015	organic
2015-02	1.44	Atlanta	2015	organic
2015-01	1.76	Atlanta	2015	organic
2015-12	1.46	BaltimoreWashington	2015	organic
2015-11	1.6	BaltimoreWashington	2015	organic
2015-10	1.63	BaltimoreWashington	2015	organic
2015-09	1.58	BaltimoreWashington	2015	organic
2015-08	1.72	BaltimoreWashington	2015	organic
2015-07	1.69	BaltimoreWashington	2015	organic
2015-06	1.71	BaltimoreWashington	2015	organic
2015-05	1.66	BaltimoreWashington	2015	organic
2015-04	1.63	BaltimoreWashington	2015	organic
2015-03	1.58	BaltimoreWashington	2015	organic
2015-02	1.15	BaltimoreWashington	2015	organic
2015-01	1.29	BaltimoreWashington	2015	organic
2015-12	1.36	Boise	2015	organic
2015-11	1.16	Boise	2015	organic
2015-10	1.83	Boise	2015	organic
2015-09	2.35	Boise	2015	organic
2015-08	2.15	Boise	2015	organic
2015-07	2.18	Boise	2015	organic
2015-06	2.24	Boise	2015	organic
2015-05	1.55	Boise	2015	organic
2015-04	1.83	Boise	2015	organic
2015-03	1.68	Boise	2015	organic
2015-02	1.43	Boise	2015	organic
2015-01	1.64	Boise	2015	organic
2015-12	1.29	Boston	2015	organic
2015-11	1.3	Boston	2015	organic
2015-10	1.28	Boston	2015	organic
2015-09	1.97	Boston	2015	organic
2015-08	2.12	Boston	2015	organic
2015-07	2.13	Boston	2015	organic
2015-06	2.0	Boston	2015	organic
2015-05	1.82	Boston	2015	organic
2015-04	1.91	Boston	2015	organic
2015-03	1.85	Boston	2015	organic
2015-02	1.78	Boston	2015	organic
2015-01	1.83	Boston	2015	organic
2015-12	1.57	BuffaloRochester	2015	organic
2015-11	1.55	BuffaloRochester	2015	organic
2015-10	1.55	BuffaloRochester	2015	organic
2015-09	1.53	BuffaloRochester	2015	organic
2015-08	1.86	BuffaloRochester	2015	organic
2015-07	1.91	BuffaloRochester	2015	organic
2015-06	1.8	BuffaloRochester	2015	organic
2015-05	1.81	BuffaloRochester	2015	organic
2015-04	1.8	BuffaloRochester	2015	organic
2015-03	1.55	BuffaloRochester	2015	organic
2015-02	1.55	BuffaloRochester	2015	organic
2015-01	1.73	BuffaloRochester	2015	organic
2015-12	1.48	California	2015	organic
2015-11	1.6	California	2015	organic
2015-10	2.0	California	2015	organic
2015-09	1.99	California	2015	organic
2015-08	1.99	California	2015	organic
2015-07	1.67	California	2015	organic
2015-06	1.67	California	2015	organic
2015-05	1.48	California	2015	organic
2015-04	1.52	California	2015	organic
2015-03	1.15	California	2015	organic
2015-02	1.11	California	2015	organic
2015-01	1.24	California	2015	organic
2015-12	1.95	Charlotte	2015	organic
2015-11	1.92	Charlotte	2015	organic
2015-10	2.06	Charlotte	2015	organic
2015-09	2.01	Charlotte	2015	organic
2015-08	2.11	Charlotte	2015	organic
2015-07	2.16	Charlotte	2015	organic
2015-06	2.02	Charlotte	2015	organic
2015-05	1.8	Charlotte	2015	organic
2015-04	2.08	Charlotte	2015	organic
2015-03	1.9	Charlotte	2015	organic
2015-02	1.93	Charlotte	2015	organic
2015-01	2.13	Charlotte	2015	organic
2015-12	1.59	Chicago	2015	organic
2015-11	1.6	Chicago	2015	organic
2015-10	1.78	Chicago	2015	organic
2015-09	1.61	Chicago	2015	organic
2015-08	1.59	Chicago	2015	organic
2015-07	1.67	Chicago	2015	organic
2015-06	1.85	Chicago	2015	organic
2015-05	1.51	Chicago	2015	organic
2015-04	1.65	Chicago	2015	organic
2015-03	1.82	Chicago	2015	organic
2015-02	1.52	Chicago	2015	organic
2015-01	1.49	Chicago	2015	organic
2015-12	1.48	CincinnatiDayton	2015	organic
2015-11	1.61	CincinnatiDayton	2015	organic
2015-10	1.54	CincinnatiDayton	2015	organic
2015-09	1.62	CincinnatiDayton	2015	organic
2015-08	1.62	CincinnatiDayton	2015	organic
2015-07	1.59	CincinnatiDayton	2015	organic
2015-06	1.46	CincinnatiDayton	2015	organic
2015-05	1.42	CincinnatiDayton	2015	organic
2015-04	1.22	CincinnatiDayton	2015	organic
2015-03	1.24	CincinnatiDayton	2015	organic
2015-02	1.19	CincinnatiDayton	2015	organic
2015-01	1.34	CincinnatiDayton	2015	organic
2015-12	1.52	Columbus	2015	organic
2015-11	1.47	Columbus	2015	organic
2015-10	1.49	Columbus	2015	organic
2015-09	1.64	Columbus	2015	organic
2015-08	1.8	Columbus	2015	organic
2015-07	1.31	Columbus	2015	organic
2015-06	1.21	Columbus	2015	organic
2015-05	0.89	Columbus	2015	organic
2015-04	1.38	Columbus	2015	organic
2015-03	1.86	Columbus	2015	organic
2015-02	1.63	Columbus	2015	organic
2015-01	1.44	Columbus	2015	organic
2015-12	1.48	DallasFtWorth	2015	organic
2015-11	1.41	DallasFtWorth	2015	organic
2015-10	1.49	DallasFtWorth	2015	organic
2015-09	1.46	DallasFtWorth	2015	organic
2015-08	1.31	DallasFtWorth	2015	organic
2015-07	1.3	DallasFtWorth	2015	organic
2015-06	1.35	DallasFtWorth	2015	organic
2015-05	1.37	DallasFtWorth	2015	organic
2015-04	1.36	DallasFtWorth	2015	organic
2015-03	1.29	DallasFtWorth	2015	organic
2015-02	1.24	DallasFtWorth	2015	organic
2015-01	1.35	DallasFtWorth	2015	organic
2015-12	0.92	Denver	2015	organic
2015-11	1.26	Denver	2015	organic
2015-10	1.25	Denver	2015	organic
2015-09	1.43	Denver	2015	organic
2015-08	1.43	Denver	2015	organic
2015-07	1.42	Denver	2015	organic
2015-06	1.44	Denver	2015	organic
2015-05	1.03	Denver	2015	organic
2015-04	1.42	Denver	2015	organic
2015-03	1.27	Denver	2015	organic
2015-02	1.29	Denver	2015	organic
2015-01	1.42	Denver	2015	organic
2015-12	1.8	Detroit	2015	organic
2015-11	1.85	Detroit	2015	organic
2015-10	1.81	Detroit	2015	organic
2015-09	1.47	Detroit	2015	organic
2015-08	1.66	Detroit	2015	organic
2015-07	1.47	Detroit	2015	organic
2015-06	1.28	Detroit	2015	organic
2015-05	1.37	Detroit	2015	organic
2015-04	1.51	Detroit	2015	organic
2015-03	1.92	Detroit	2015	organic
2015-02	1.55	Detroit	2015	organic
2015-01	1.7	Detroit	2015	organic
2015-12	1.64	GrandRapids	2015	organic
2015-11	1.6	GrandRapids	2015	organic
2015-10	1.69	GrandRapids	2015	organic
2015-09	1.68	GrandRapids	2015	organic
2015-08	1.63	GrandRapids	2015	organic
2015-07	1.84	GrandRapids	2015	organic
2015-06	1.7	GrandRapids	2015	organic
2015-05	1.61	GrandRapids	2015	organic
2015-04	1.83	GrandRapids	2015	organic
2015-03	1.84	GrandRapids	2015	organic
2015-02	1.98	GrandRapids	2015	organic
2015-01	1.6	GrandRapids	2015	organic
2015-12	1.6	GreatLakes	2015	organic
2015-11	1.59	GreatLakes	2015	organic
2015-10	1.67	GreatLakes	2015	organic
2015-09	1.61	GreatLakes	2015	organic
2015-08	1.64	GreatLakes	2015	organic
2015-07	1.54	GreatLakes	2015	organic
2015-06	1.55	GreatLakes	2015	organic
2015-05	1.22	GreatLakes	2015	organic
2015-04	1.51	GreatLakes	2015	organic
2015-03	1.69	GreatLakes	2015	organic
2015-02	1.53	GreatLakes	2015	organic
2015-01	1.54	GreatLakes	2015	organic
2015-12	1.3	HarrisburgScranton	2015	organic
2015-11	2.02	HarrisburgScranton	2015	organic
2015-10	2.02	HarrisburgScranton	2015	organic
2015-09	1.68	HarrisburgScranton	2015	organic
2015-08	1.96	HarrisburgScranton	2015	organic
2015-07	2.01	HarrisburgScranton	2015	organic
2015-06	1.84	HarrisburgScranton	2015	organic
2015-05	1.84	HarrisburgScranton	2015	organic
2015-04	1.75	HarrisburgScranton	2015	organic
2015-03	1.74	HarrisburgScranton	2015	organic
2015-02	1.65	HarrisburgScranton	2015	organic
2015-01	1.68	HarrisburgScranton	2015	organic
2015-12	2.16	HartfordSpringfield	2015	organic
2015-11	1.96	HartfordSpringfield	2015	organic
2015-10	2.3	HartfordSpringfield	2015	organic
2015-09	2.37	HartfordSpringfield	2015	organic
2015-08	2.42	HartfordSpringfield	2015	organic
2015-07	2.4	HartfordSpringfield	2015	organic
2015-06	2.34	HartfordSpringfield	2015	organic
2015-05	1.55	HartfordSpringfield	2015	organic
2015-04	2.18	HartfordSpringfield	2015	organic
2015-03	2.17	HartfordSpringfield	2015	organic
2015-02	1.54	HartfordSpringfield	2015	organic
2015-01	2.32	HartfordSpringfield	2015	organic
2015-12	1.49	Houston	2015	organic
2015-11	1.49	Houston	2015	organic
2015-10	1.48	Houston	2015	organic
2015-09	1.36	Houston	2015	organic
2015-08	1.17	Houston	2015	organic
2015-07	1.17	Houston	2015	organic
2015-06	1.19	Houston	2015	organic
2015-05	1.26	Houston	2015	organic
2015-04	1.25	Houston	2015	organic
2015-03	1.2	Houston	2015	organic
2015-02	1.15	Houston	2015	organic
2015-01	1.22	Houston	2015	organic
2015-12	1.31	Indianapolis	2015	organic
2015-11	1.55	Indianapolis	2015	organic
2015-10	1.53	Indianapolis	2015	organic
2015-09	1.62	Indianapolis	2015	organic
2015-08	1.65	Indianapolis	2015	organic
2015-07	1.11	Indianapolis	2015	organic
2015-06	1.45	Indianapolis	2015	organic
2015-05	1.3	Indianapolis	2015	organic
2015-04	1.49	Indianapolis	2015	organic
2015-03	1.79	Indianapolis	2015	organic
2015-02	1.69	Indianapolis	2015	organic
2015-01	1.63	Indianapolis	2015	organic
2015-12	1.76	Jacksonville	2015	organic
2015-11	1.82	Jacksonville	2015	organic
2015-10	2.14	Jacksonville	2015	organic
2015-09	2.07	Jacksonville	2015	organic
2015-08	2.21	Jacksonville	2015	organic
2015-07	1.87	Jacksonville	2015	organic
2015-06	1.64	Jacksonville	2015	organic
2015-05	1.82	Jacksonville	2015	organic
2015-04	1.81	Jacksonville	2015	organic
2015-03	1.75	Jacksonville	2015	organic
2015-02	1.76	Jacksonville	2015	organic
2015-01	1.81	Jacksonville	2015	organic
2015-12	1.97	LasVegas	2015	organic
2015-11	1.88	LasVegas	2015	organic
2015-10	2.31	LasVegas	2015	organic
2015-09	2.14	LasVegas	2015	organic
2015-08	1.8	LasVegas	2015	organic
2015-07	1.6	LasVegas	2015	organic
2015-06	1.43	LasVegas	2015	organic
2015-05	1.41	LasVegas	2015	organic
2015-04	1.67	LasVegas	2015	organic
2015-03	1.61	LasVegas	2015	organic
2015-02	1.6	LasVegas	2015	organic
2015-01	1.5	LasVegas	2015	organic
2015-12	1.23	LosAngeles	2015	organic
2015-11	1.36	LosAngeles	2015	organic
2015-10	1.68	LosAngeles	2015	organic
2015-09	1.6	LosAngeles	2015	organic
2015-08	1.63	LosAngeles	2015	organic
2015-07	1.46	LosAngeles	2015	organic
2015-06	1.42	LosAngeles	2015	organic
2015-05	1.36	LosAngeles	2015	organic
2015-04	1.42	LosAngeles	2015	organic
2015-03	1.14	LosAngeles	2015	organic
2015-02	1.12	LosAngeles	2015	organic
2015-01	1.25	LosAngeles	2015	organic
2015-12	1.19	Louisville	2015	organic
2015-11	1.65	Louisville	2015	organic
2015-10	1.87	Louisville	2015	organic
2015-09	1.38	Louisville	2015	organic
2015-08	1.37	Louisville	2015	organic
2015-07	1.49	Louisville	2015	organic
2015-06	1.24	Louisville	2015	organic
2015-05	1.38	Louisville	2015	organic
2015-04	1.59	Louisville	2015	organic
2015-03	1.65	Louisville	2015	organic
2015-02	1.55	Louisville	2015	organic
2015-01	1.48	Louisville	2015	organic
2015-12	1.49	MiamiFtLauderdale	2015	organic
2015-11	1.5	MiamiFtLauderdale	2015	organic
2015-10	1.5	MiamiFtLauderdale	2015	organic
2015-09	1.47	MiamiFtLauderdale	2015	organic
2015-08	1.51	MiamiFtLauderdale	2015	organic
2015-07	1.88	MiamiFtLauderdale	2015	organic
2015-06	1.75	MiamiFtLauderdale	2015	organic
2015-05	1.35	MiamiFtLauderdale	2015	organic
2015-04	1.86	MiamiFtLauderdale	2015	organic
2015-03	1.75	MiamiFtLauderdale	2015	organic
2015-02	1.73	MiamiFtLauderdale	2015	organic
2015-01	1.82	MiamiFtLauderdale	2015	organic
2015-12	1.59	Midsouth	2015	organic
2015-11	1.61	Midsouth	2015	organic
2015-10	1.73	Midsouth	2015	organic
2015-09	1.67	Midsouth	2015	organic
2015-08	1.71	Midsouth	2015	organic
2015-07	1.61	Midsouth	2015	organic
2015-06	1.47	Midsouth	2015	organic
2015-05	1.34	Midsouth	2015	organic
2015-04	1.65	Midsouth	2015	organic
2015-03	1.61	Midsouth	2015	organic
2015-02	1.44	Midsouth	2015	organic
2015-01	1.56	Midsouth	2015	organic
2015-12	1.49	Nashville	2015	organic
2015-11	1.63	Nashville	2015	organic
2015-10	1.75	Nashville	2015	organic
2015-09	1.31	Nashville	2015	organic
2015-08	1.43	Nashville	2015	organic
2015-07	1.23	Nashville	2015	organic
2015-06	1.25	Nashville	2015	organic
2015-05	1.57	Nashville	2015	organic
2015-04	1.66	Nashville	2015	organic
2015-03	1.76	Nashville	2015	organic
2015-02	1.65	Nashville	2015	organic
2015-01	1.84	Nashville	2015	organic
2015-12	1.35	NewOrleansMobile	2015	organic
2015-11	1.67	NewOrleansMobile	2015	organic
2015-10	1.61	NewOrleansMobile	2015	organic
2015-09	1.59	NewOrleansMobile	2015	organic
2015-08	1.86	NewOrleansMobile	2015	organic
2015-07	1.58	NewOrleansMobile	2015	organic
2015-06	1.54	NewOrleansMobile	2015	organic
2015-05	1.55	NewOrleansMobile	2015	organic
2015-04	1.53	NewOrleansMobile	2015	organic
2015-03	1.54	NewOrleansMobile	2015	organic
2015-02	1.48	NewOrleansMobile	2015	organic
2015-01	1.41	NewOrleansMobile	2015	organic
2015-12	1.65	NewYork	2015	organic
2015-11	2.09	NewYork	2015	organic
2015-10	2.25	NewYork	2015	organic
2015-09	2.01	NewYork	2015	organic
2015-08	2.12	NewYork	2015	organic
2015-07	2.24	NewYork	2015	organic
2015-06	2.31	NewYork	2015	organic
2015-05	2.14	NewYork	2015	organic
2015-04	2.14	NewYork	2015	organic
2015-03	2.0	NewYork	2015	organic
2015-02	1.93	NewYork	2015	organic
2015-01	1.93	NewYork	2015	organic
2015-12	1.53	Northeast	2015	organic
2015-11	1.74	Northeast	2015	organic
2015-10	1.82	Northeast	2015	organic
2015-09	1.86	Northeast	2015	organic
2015-08	2.02	Northeast	2015	organic
2015-07	2.09	Northeast	2015	organic
2015-06	2.02	Northeast	2015	organic
2015-05	1.89	Northeast	2015	organic
2015-04	1.91	Northeast	2015	organic
2015-03	1.85	Northeast	2015	organic
2015-02	1.78	Northeast	2015	organic
2015-01	1.88	Northeast	2015	organic
2015-12	1.61	NorthernNewEngland	2015	organic
2015-11	1.62	NorthernNewEngland	2015	organic
2015-10	1.62	NorthernNewEngland	2015	organic
2015-09	1.95	NorthernNewEngland	2015	organic
2015-08	1.96	NorthernNewEngland	2015	organic
2015-07	1.95	NorthernNewEngland	2015	organic
2015-06	1.92	NorthernNewEngland	2015	organic
2015-05	1.92	NorthernNewEngland	2015	organic
2015-04	1.88	NorthernNewEngland	2015	organic
2015-03	1.82	NorthernNewEngland	2015	organic
2015-02	1.89	NorthernNewEngland	2015	organic
2015-01	1.83	NorthernNewEngland	2015	organic
2015-12	1.85	Orlando	2015	organic
2015-11	1.8	Orlando	2015	organic
2015-10	2.11	Orlando	2015	organic
2015-09	1.95	Orlando	2015	organic
2015-08	2.0	Orlando	2015	organic
2015-07	1.82	Orlando	2015	organic
2015-06	1.81	Orlando	2015	organic
2015-05	1.82	Orlando	2015	organic
2015-04	1.82	Orlando	2015	organic
2015-03	1.7	Orlando	2015	organic
2015-02	1.76	Orlando	2015	organic
2015-01	1.8	Orlando	2015	organic
2015-12	1.35	Philadelphia	2015	organic
2015-11	2.06	Philadelphia	2015	organic
2015-10	2.15	Philadelphia	2015	organic
2015-09	1.71	Philadelphia	2015	organic
2015-08	1.94	Philadelphia	2015	organic
