title	commentCount	dislikeCount	likeCount	music_style	performer	viewCount	commentators_uniq	comments_obscene_cnt	video_age
Подвиг	0.0	3.0	27.0	rock	агата_кристи	3151.0			304
Подготовка к Нашествию, новый материал.	27.0	6.0	342.0	rock	кипелов	31733.0	24.0	1.0	2439
Подготовка к туру 2014	54.0	25.0	357.0	rock	ария	61292.0	33.0	1.0	1865
Подмосковная весна - Жека	0.0	0.0	13.0	shanson	жека	2432.0			1615
Поднимись над суетой	0.0	0.0	19.0	estrada	пугачёва	608.0			274
Поднять Гранить (feat. Капа)	0.0	1.0	8.0	popsa	ёлка	167.0			599
Подогреем режим	0.0	0.0	1.0	shanson	бутырка	184.0			262
Подогреем режим	0.0	0.0	10.0	shanson	бутырка	1009.0			267
Подожди	0.0	0.0	6.0	shanson	трофимов	508.0			207
Подожди меня	0.0	1.0	2.0	rock	чичерина	372.0			304
Подписание контракта	0.0	6.0	36.0	rap	noizemc	8322.0			287
Подросток	0.0	0.0	3.0	indi	электрофорез	196.0			374
Подруги (Live)	0.0	1.0	0.0	shanson	воровайки	883.0			274
Подружки	0.0	0.0	19.0	indi	хадн_дадн	600.0			105
Подсыпал - Елена Темникова (LIVE-клип, Премьера 2018)	115.0	126.0	2748.0	popsa	темникова	268621.0	78.0	1.0	363
Подсыпал - Елена Темникова (Official Audio, премьера 2017)	5.0	266.0	6974.0	popsa	темникова	991186.0	4.0	0.0	615
Подсыпал - Елена Темникова (Премьера сингла)	0.0	62.0	1740.0	popsa	темникова	137397.0			622
Поебать	0.0	0.0	7.0	rock	гражданская_оборона	486.0			210
Поезд ушёл	0.0	0.0	3.0	rock	гражданская_оборона	181.0			210
Поезд ушёл	0.0	0.0	17.0	rock	летов	1247.0			490
Поезд ушёл	0.0	1.0	7.0	rock	летов	1517.0			490
Поезда	0.0	1.0	4.0	shanson	бутырка	820.0			267
Поезда	0.0	2.0	3.0	rock	чичерина	425.0			379
Поезда (Live)	0.0	0.0	2.0	rock	летов	308.0			210
Поезда (feat. ELLA)	1.0	44.0	362.0	indi	rsac	15136.0	1.0	0.0	379
Поезда 2	1.0	24.0	99.0	rock	чичерина	6467.0			379
Пожалуйста	14.0	1.0	190.0	rock	чичерина	2584.0	13.0	0.0	484
Пожар	0.0	3.0	56.0	rap	pharaon	4314.0			974
"Пожелание Николаю Баскову от Валерии (""Личное"")"	3.0			estrada	валерия	2986.0	3.0	0.0	880
Пожелтевший лист	0.0	1.0	7.0	shanson	михаил_круг	5241.0			207
Позабудь	0.0	0.0	1.0	shanson	трофимов	493.0			207
Позади Америка	1.0	4.0	33.0	rock	ария	2285.0			292
Позволив молодости жить	1.0	5.0	133.0	rap	pharaon	8614.0	1.0	0.0	966
Позвони мне	5.0	24.0	267.0	popsa	2маши	28482.0	3.0	0.0	223
Позвони мне	0.0	0.0	9.0	indi	rsac	519.0	3.0	0.0	1132
Поздно	0.0	11.0	15.0	estrada	пугачёва	862.0			303
Поздно	0.0	0.0	14.0	rock	гражданская_оборона	1251.0			275
Поздно (Live)	0.0	0.0	1.0	rock	гражданская_оборона	38.0			210
Поздравление Валерии с Новым Годом для SUPER RU	2.0			estrada	валерия	1253.0			1529
Поздравление Дианы Арбениной с днем рождения	2.0	0.0	53.0	rock	арбенина	3992.0	2.0	0.0	978
Поздравление Сережи и Дениса от Мити	0.0	0.0	27.0	rock	несчастный_случай	686.0			895
Поздравление Якова Цвиркунова с Днём Рождения!	1.0	0.0	25.0	rock	король_и_шут	2349.0	1.0	1.0	3153
Поздравление от Елены Ваенги с 70-летием Победы в Великой Отечественной войне	6.0	1.0	81.0	estrada	ваенга	3804.0	6.0	0.0	1406
Поздравление от поклонников	7.0	3.0	42.0	estrada	ваенга	4432.0	7.0	0.0	2238
Поздравление с 70-летием Победы. Чтобы помнили	0.0			estrada	валерия	2069.0			1420
Поздравление с 8 марта от Олега Газманова!	3.0	8.0	65.0	estrada	газманов	4760.0	3.0	0.0	1830
Поздравление с 8 марта от Тимати	13.0	69.0	130.0	rap	тимати	53254.0			3296
"Поздравление с 8 марта от группы ""Король и Шут"""	17.0	7.0	204.0	rock	король_и_шут	20132.0	17.0	0.0	3294
Поздравление с 8 марта!	0.0	1.0	6.0	popsa	astudio	771.0			1467
Поздравление с Днем Победы	12.0	4.0	87.0	estrada	ваенга	4774.0	11.0	0.0	1040
Поздравление с Новым Годом от Елены Ваенги	23.0	1.0	81.0	estrada	ваенга	3137.0	19.0	0.0	1169
Поздравление с Новым Годом от Олега Газманова!	34.0	22.0	415.0	estrada	газманов	10507.0	31.0	0.0	1172
Поздравление с новым 2012 годом от группы Би-2!	10.0	0.0	132.0	rock	би_2	12102.0	9.0	0.0	2632
Познакомься с моей мамой	0.0	0.0	7.0	popsa	виа_гра	1517.0			273
Позови меня	0.0	2.0	11.0	estrada	басков	1243.0			1555
Позови меня с собой	0.0	3.0	8.0	estrada	пугачёва	490.0			274
Позови меня с собой	0.0	15.0	184.0	estrada	пугачёва	6513.0			274
Позови меня с собой	0.0	402.0	1323.0	estrada	пугачёва	68171.0			304
Позорная звезда	0.0	0.0	23.0	rock	агата_кристи	3164.0			303
Пой	0.0	1.0	3.0	indi	cбпч	165.0			1243
Пой мальчик, пой	5.0	9.0	139.0	shanson	воровайки	47566.0	3.0	0.0	2953
Пой со мной - KREC ft. Елена Темникова (Official Audio, Премьера)	92.0	119.0	1934.0	popsa	темникова	152565.0	55.0	2.0	447
Пой, революция!	0.0	0.0	19.0	rock	гражданская_оборона	1347.0			275
Пой, революция!	0.0	24.0	93.0	rock	гражданская_оборона	8835.0			275
Пойдем домой	0.0	4.0	10.0	popsa	гагарина	960.0			754
Пойду я с господом	0.0	0.0	0.0	shanson	бутырка	46.0			8
Пока	0.0	3.0	7.0	rock	чичерина	367.0			304
Пока горит свеча (Live)	0.0	3.0	38.0	rock	гребенщиков	2832.0			289
Пока жива любовь	0.0	0.0	0.0	shanson	шуфутинский	284.0			1482
Пока не начался джаз (Live)	0.0	1.0	6.0	rock	гребенщиков	542.0			289
Пока пока	0.0	1.0	41.0	rock	агата_кристи	2812.0			226
Пока скажу пока	0.0	3.0	14.0	popsa	билан	1583.0			303
Покажи	10.0	16.0	179.0	rap	feduk	36628.0	8.0	0.0	2864
Показ коллекции C&C Milano by Olga Buzova   Ольга Бузова дизайнер	20.0	206.0	162.0	popsa	бузова	21438.0	14.0	0.0	1119
Показ новой коллекции  Ольги Бузовой	42.0	255.0	229.0	popsa	бузова	19753.0	29.0	2.0	1119
Покатилась жизнь	0.0	2.0	15.0	shanson	бутырка	1973.0			267
Покатилась жизнь	0.0	0.0	9.0	shanson	бутырка	1351.0			267
Поклоны	0.0	1.0	0.0	rock	несчастный_случай	43.0			295
Поколение (Единочество. Часть I)	0.0	0.0	7.0	rock	ддт	672.0			917
Покупка Kanye West x Louis Vuitton Sneakers.	239.0	565.0	1151.0	rap	тимати	469269.0	191.0	39.0	3539
Полетаем	0.0	4.0	28.0	rock	агата_кристи	2137.0			304
Ползет (День-Рождения-Микс)	0.0	3.0	8.0	rock	агата_кристи	683.0			304
"Полина Гагарина ""Странник мой"""	6.0	58.0	284.0	estrada	николаев	141632.0	6.0	0.0	3124
Полина Гагарина - #ятанцуюдляполины	36.0	39.0	841.0	popsa	гагарина	57966.0	26.0	0.0	861
Полина Гагарина - Выше головы	4679.0	26406.0	132133.0	popsa	гагарина	30269766.0	927.0	29.0	269
Полина Гагарина - Выше головы (Backstage)	115.0	92.0	3325.0	popsa	гагарина	229352.0	92.0	2.0	262
Полина Гагарина - Выше головы (remix by Chinkong)	61.0	48.0	910.0	popsa	гагарина	55913.0	49.0	0.0	221
Полина Гагарина - Выше головы (тизер клипа 2018)	114.0	52.0	1838.0	popsa	гагарина	88897.0	88.0	1.0	274
Полина Гагарина - Драмы больше нет	2829.0	5888.0	80154.0	popsa	гагарина	20968336.0	904.0	19.0	601
Полина Гагарина - Меланхолия	5212.0	10483.0	37814.0	popsa	гагарина	6837946.0			38
Полина Гагарина - Меланхолия (backstage)	128.0	88.0	1092.0	popsa	гагарина	50495.0			22
Полина Гагарина - Меланхолия (тизер)	105.0	55.0	1245.0	popsa	гагарина	101325.0			41
Полина Гагарина - Обезоружена	4720.0	13896.0	127476.0	popsa	гагарина	46001054.0	924.0	10.0	448
Полина Гагарина - Обезоружена (backstage)	57.0	43.0	1085.0	popsa	гагарина	83711.0	51.0	2.0	439
Полина Гагарина - Стану солнцем	325.0	556.0	9272.0	popsa	гагарина	2020372.0	225.0	1.0	493
Полина Гагарина - Танцуй со мной	912.0	2120.0	23677.0	popsa	гагарина	3712450.0	602.0	21.0	899
Полина Серебрякова		20.0	126.0	popsa	макsим	3439.0			1339
Полицейский	1.0	4.0	51.0	shanson	воровайки	20414.0	1.0	0.0	288
Полна Квасова ­ Що ж вони роблять?	0.0	0.0	2.0	rock	несчастный_случай	59.0			292
Полная луна (Любовь)	1.0	1.0	9.0	rock	ддт	1220.0	1.0	0.0	917
Полно вокруг мудрецов	0.0	1.0	4.0	estrada	пугачёва	315.0			304
Полно вокруг мудрецов	0.0	0.0	3.0	estrada	пугачёва	855.0			1065
Полнолуние	1.0	0.0	2.0	estrada	пугачёва	215.0			274
Полный пиздец	0.0	1.0	2.0	rock	гражданская_оборона	344.0			210
Половина моя	6.0	1095.0	7439.0	rap	miyagi&эндшпиль	430879.0	4.0	0.0	280
Положила	0.0	0.0	6.0	indi	наадя	196.0			1576
Положили немало жизней	0.0	2.0	10.0	rock	летов	819.0			1440
Полон дом говна	0.0	0.0	8.0	rock	гражданская_оборона	332.0			210
Полосы	0.0	1.0	5.0	indi	rsac	288.0			1107
Полпути	0.0	0.0	15.0	indi	электрофорез	759.0			374
Полумрак пот бас	0.0	1.0	6.0	indi	rsac	569.0			521
Полуфинал шоу «ПЕСНИ»/ Новый Black Star / За кого болеет Егор Крид?	1922.0	308.0	19034.0	popsa	кока	644829.0	928.0	13.0	292
Получка	0.0	1.0	9.0	shanson	бутырка	3446.0			267
Полчаса	13.0	58.0	530.0	indi	ic3peak	43928.0	5.0	0.0	188
Польша	0.0	0.0	2.0	indi	cбпч	163.0			1243
Польша	0.0	1.0	1.0	indi	cбпч	113.0			1243
Польша 2013	9.0	1.0	107.0	rock	ария	7439.0	9.0	0.0	1747
Полюса	4.0	251.0	792.0	rock	louna	67360.0	4.0	0.0	325
Полюшка	2.0	26.0	128.0	popsa	гагарина	11036.0	2.0	0.0	365
Полёт Шнура	1.0	0.0	7.0	rock	ленинград	666.0	1.0	1.0	1498
Помнишь (Прозрачный)	0.0	3.0	8.0	rock	ддт	618.0			1360
Помнишь, были годы	0.0	2.0	10.0	shanson	михаил_круг	4809.0			207
Помню	0.0	6.0	29.0	popsa	гагарина	5397.0			399
Помню о Сорренто	0.0	1.0	1.0	estrada	басков	112.0			1532
Поможем Егору вместе!	13.0	12.0	131.0	rap	тимати	10646.0	9.0	2.0	2651
Помолчим и все сбудется верь!	0.0	6.0	22.0	shanson	михаил_круг	12444.0			223
Помпиду	0.0	9.0	63.0	indi	пасош	5113.0			39
Понедельник (Периферия)	0.0	0.0	1.0	rock	ддт	213.0			917
Понимаешь, девочка	1.0	4.0	25.0	indi	алоэ_вера	1567.0	1.0	0.0	133
Понимающее сердце (Пропавший без вести)	0.0	0.0	7.0	rock	ддт	826.0			917
Понос-апофеоз	1.0	0.0	8.0	rock	гражданская_оборона	544.0	1.0	0.0	210
Поперёк	1.0	0.0	9.0	rock	гражданская_оборона	623.0			210
Поппури песен Игоря Крутого и Игоря Николаева	1.0	17.0	156.0	estrada	николаев	95576.0	1.0	0.0	3124
Попс	0.0	0.0	11.0	rock	гражданская_оборона	644.0			210
Попс (Live)	0.0	0.0	2.0	rock	гражданская_оборона	53.0			210
Популярная российская певица Валерия готовится к очередному концерту в Лондоне	3.0			estrada	валерия	2533.0	2.0	0.0	1149
Пора кончать	0.0	0.0	3.0	rock	гражданская_оборона	277.0			210
Пора!	0.0	0.0	6.0	indi	электрофорез	371.0			374
Пора! (Harpes Remix)	0.0	0.0	1.0	indi	электрофорез	38.0			374
Пора! (Prikamie Remix)	0.0	0.0	2.0	indi	электрофорез	39.0			374
Порвали мечту	0.0	20.0	128.0	rock	агата_кристи	8657.0			226
Порно	0.0	3.0	5.0	rock	несчастный_случай	1023.0			295
Порнозвезда (Remix) (feat. NOA) (Bonus Track)	8.0	56.0	517.0	rap	pharaon	37284.0	3.0	0.0	614
Порнофильмы  — Песенка-антиутопия о фашизме (Телеканал Дождь)	143.0	41.0	2121.0	rock	порнофильмы	38299.0	95.0	3.0	141
Порнофильмы  — Россия для грустных (Улетай, Ижевск, 21.07.18)	153.0	58.0	4144.0	rock	порнофильмы	152306.0	90.0	4.0	212
Порнофильмы  — Система (телеканал Дождь)	107.0	35.0	1556.0	rock	порнофильмы	36701.0	60.0	5.0	180
Порнофильмы  — Я так боюсь (Телеканал Дождь)	75.0	23.0	1638.0	rock	порнофильмы	30754.0	51.0	2.0	201
Порнофильмы | Трейлер канала	30.0	9.0	793.0	rock	порнофильмы	29828.0	26.0	1.0	261
Порнофильмы посетили детский онкологический центр	29.0	0.0	676.0	rock	порнофильмы	5997.0	18.0	1.0	284
Порнофильмы — Границы гетто (Тараканы! cover для проекта «Улица Свободных»)	188.0	257.0	2804.0	rock	тараканы	97088.0	142.0	15.0	189
Порнофильмы — Система	555.0	257.0	9916.0	rock	порнофильмы	341713.0			50
Посвящение Владимиру Высоцкому	0.0	0.0	6.0	shanson	михаил_круг	769.0			207
Посередине	0.0	0.0	2.0	shanson	трофимов	166.0			207
Посещение дет.дома. ноябрь/2011 год	50.0	16.0	466.0	rap	тимати	49035.0	47.0	1.0	2662
Посещение детского дома фан-клубом Тимати в Казани	7.0	15.0	116.0	rap	тимати	12558.0	6.0	0.0	2646
Посещение школы в Ростове. Carrera Tour	20.0	51.0	160.0	rap	тимати	48386.0	18.0	0.0	2891
Посидим на дорожку?? )	19.0	6.0	463.0	popsa	2маши	29560.0	15.0	0.0	911
Посидим, поокаем	0.0	6.0	12.0	estrada	пугачёва	743.0			295
После нас	1.0	1.0	38.0	rock	гражданская_оборона	2708.0	1.0	0.0	490
После фильма	0.0	2.0	50.0	indi	электрофорез	1960.0			374
Последнее Послание (feat. AL Solo)	0.0	1.0	1.0	popsa	ёлка	130.0			598
Последнее желание	0.0	6.0	41.0	rock	агата_кристи	3599.0			304
Последнее письмо (Гудбай Америка)	0.0	1.0	29.0	rock	агата_кристи	1050.0			303
Последнее послание (feat. AL Solo)	0.0	2.0	2.0	popsa	ёлка	523.0			1395
Последние деньки в раю	0.0	0.0	6.0	rock	несчастный_случай	199.0			295
Последний Герой - Александр Красовицкий 11.04.2016	1.0	2.0	13.0	rock	арбенина	469.0	1.0	0.0	679
Последний Герой - Алексей Горшенев 18. 11. 2016	2.0	1.0	48.0	rock	арбенина	2030.0	2.0	0.0	650
Последний Герой - Андрей Князев 14.10.2016	4.0	3.0	36.0	rock	арбенина	939.0	2.0	0.0	689
Последний Герой - Андрей Титков [25. 11. 2016]	3.0	0.0	35.0	rock	арбенина	1623.0	3.0	0.0	632
Последний Герой - Владимир Кристовский [11.30.2016]	7.0	2.0	67.0	rock	арбенина	2393.0	3.0	0.0	525
Последний Герой - Дмитрий Ревякин 11. 11. 2016	0.0	1.0	18.0	rock	арбенина	826.0			678
Последний Герой - Михаил Ефремов [07.12.2016]	4.0	1.0	90.0	rock	арбенина	3900.0	4.0	0.0	513
"Последний Герой - группа ""Пикник"" 07.10.2016"	4.0	1.0	61.0	rock	арбенина	1956.0	3.0	0.0	695
Последний герой - Михаил Ефремов: анонс	0.0	1.0	12.0	rock	арбенина	1546.0			828
Последний закат (Live)	0.0	3.0	27.0	rock	ария	2163.0			761
Последний концерт Тимати / Меня накормил Егор Крид / Лепс против ЗОЖ	1321.0	457.0	25632.0	popsa	кока	642685.0	811.0	7.0	490
Последний облом (Столбы)	0.0	1.0	4.0	rock	несчастный_случай	236.0			295
Последний рассвет	0.0	0.0	11.0	shanson	бутырка	1065.0			267
Последний рассвет	0.0	0.0	4.0	shanson	бутырка	371.0			267
Последний рассвет (Live)	0.0	0.0	2.0	shanson	бутырка	29.0			271
Последний рассвет (Live)	0.0	0.0	1.0	shanson	бутырка	190.0			1070
Последний сет	0.0	0.0	2.0	estrada	газманов	534.0			866
Последний трек на стене	4.0	47.0	432.0	rap	pharaon	45550.0	2.0	0.0	206
Последняя дата	0.0	0.0	5.0	estrada	ротару	240.0			273
Последняя песня	0.0	0.0	0.0	indi	электрофорез	138.0			377
Последняя песня	0.0	4.0	60.0	rock	кукрыниксы	3591.0			378
Посмотри мне в глаза (feat. Родион Газманов)	0.0	0.0	0.0	estrada	газманов	389.0			288
Посреди зимы	0.0	1.0	7.0	estrada	пугачёва	464.0			379
Поссейдон (feat. Ca$$xttx)	1.0	0.0	40.0	rap	pharaon	4259.0	1.0	0.0	1006
Пост-репортаж с презентации клипа Im on You	4.0	3.0	35.0	rap	тимати	11125.0			2977
Постой, Паровоз...!	1.0	4.0	75.0	rock	ария	10037.0	1.0	0.0	3343
Потертые Джинсы	0.0	2.0	5.0	popsa	ёлка	746.0			728
Потерянный Рай	3.0	273.0	2509.0	rock	ария	100413.0	3.0	0.0	292
Потолок (Метель августа)	1.0	4.0	34.0	rock	ддт	2007.0	1.0	0.0	917
Потрясающий вид из окна	0.0	2.0	12.0	rock	гражданская_оборона	1559.0			275
Потёртые Джинсы	0.0	0.0	1.0	popsa	ёлка	33.0			270
Потёртые джинсы	0.0	1.0	5.0	popsa	ёлка	508.0			1395
Поход	0.0	3.0	19.0	rock	агата_кристи	2399.0			225
Поход	0.0	0.0	3.0	rock	агата_кристи	98.0			304
Поцелуи	0.0	5.0	30.0	rock	земфира	2395.0			412
Поцелуй от IOWA / Стала репортером Like fm / Как выдержать 4 концерта подряд?	580.0	105.0	9983.0	popsa	кока	168196.0	456.0	5.0	521
Почему	0.0	0.0	1.0	estrada	пугачёва	81.0			379
Почему	0.0	3.0	2.0	rock	чичерина	237.0			304
Почему Марьяна Ро и Егор Крид - УСТАЛИ? / Бэкстейдж со съемок клипа	736.0	405.0	24291.0	popsa	кока	1042926.0	486.0	4.0	671
Почему влогов больше не будет?	2593.0	1129.0	30252.0	popsa	кока	420865.0	957.0	27.0	181
Почему ты жива? (Ария Тодда)	0.0	20.0	65.0	rock	король_и_шут	11727.0			1572
Почтальон	0.0	1.0	12.0	shanson	бутырка	1418.0			267
Пошли вы все на хуй	1.0	4.0	83.0	rock	гражданская_оборона	3130.0	1.0	0.0	275
Поэт (Единочество. Часть I)	0.0	0.0	8.0	rock	ддт	788.0			917
Поэт (Я получил эту роль)	0.0	3.0	8.0	rock	ддт	1348.0			917
Поэтический конкурс «Стихи на салфетке»	23.0	4.0	56.0	rock	звери	4194.0	6.0	0.0	651
Права любовь	0.0	44.0	88.0	estrada	басков	5321.0			1026
Правда или действие / Катя Адушкина	4348.0	1339.0	79125.0	popsa	кока	1693159.0	929.0	11.0	381
Правда на правду (Рожденный в СССР)	0.0	7.0	45.0	rock	ддт	3146.0			917
Праздник Крови (Ария Судьи)	2.0	6.0	61.0	rock	король_и_шут	9579.0			288
Праздник кончился	1.0	4.0	47.0	rock	гражданская_оборона	4094.0	1.0	0.0	387
Праздник кончился	0.0	0.0	8.0	rock	летов	922.0	1.0	0.0	1440
Праздник семьи	0.0	2.0	40.0	rock	агата_кристи	2422.0			304
Праздник урожая во дворце труда	0.0	37.0	174.0	rock	гребенщиков	10303.0			1374
Превосходная песня	0.0	1.0	11.0	rock	гражданская_оборона	538.0			210
Превосходная песня (Live)	0.0	0.0	1.0	rock	летов	254.0			210
Превью нового альбома Краснознаменной Дивизии Имени Моей Бабушки	2.0	1.0	20.0	indi	краснознаменная_дивизия_имени_моей_бабушки	2967.0	2.0	0.0	1445
Предновогодняя	7.0	22.0	319.0	rock	ленинград	18705.0	4.0	0.0	80
"Предпрослушивание альбома ""Нечётный воин 3"" с акционерами"	9.0	3.0	51.0	rock	би_2	6710.0			2172
Предпрослушивание нового альбома Би-2!	15.0	9.0	362.0	rock	би_2	14566.0	10.0	0.0	544
Предчувствие гражданской войны (Пластун)	0.0	1.0	23.0	rock	ддт	1251.0			917
"Презентация Timati альбом ""the Boss"" @ Crystal Hall ( Киев )"	5.0	19.0	85.0	rap	тимати	22809.0	5.0	0.0	3285
"Презентация Андрея Геласимова ""Роза Ветров"" в Москве"	40.0	115.0	292.0	rap	gazgolder	24527.0	28.0	4.0	477
"Презентация Андрея Геласимова ""Роза Ветров"" в Санкт Петербурге"	25.0	116.0	292.0	rap	gazgolder	33913.0	23.0	2.0	467
Презентация Несчастного Случая - Вокруг оси	0.0	0.0	1.0	rock	несчастный_случай	178.0			2898
Презентация Несчастного Случая - Две Бабочки	0.0	0.0	0.0	rock	несчастный_случай	202.0			2898
Презентация Несчастного Случая - Овощное танго	0.0	0.0	4.0	rock	несчастный_случай	460.0			2898
Презентация Фонда «Музыка Жизни» (репортаж Russian MusicBox)	11.0	8.0	259.0	rap	noizemc	14984.0	11.0	1.0	1919
"Презентация альбома ""Акустика. Песни как они есть"" NEWS TIME RUSONG TV"	0.0	1.0	16.0	rock	арбенина	2053.0			1996
Презентация альбома TEMNIKOVA 3: НЕ МОДНЫЕ (18 апреля, Москва. ГЛАВCLUB GREEN CONCERT)	14.0	7.0	178.0	popsa	темникова	6691.0	8.0	0.0	353
"Презентация видеокомпозиции ""Любовь..."" Music Hayk"	1.0	14.0	24.0	rap	тимати	6493.0			2969
"Презентация клипа ""Джокер"""	1.0	1.0	26.0	rock	король_и_шут	3162.0			3817
Презентация клипа Карины Кокс в Imperia Lounge	4.0	20.0	45.0	rap	тимати	22164.0	4.0	0.0	2881
"Презентация клипа Тимати ""Сколько Стоит Любовь"""	4.0	13.0	43.0	rap	тимати	17758.0	3.0	0.0	3251
Презентация коллекции Marmalato BY TEMNIKOVA | зима 2015	8.0	20.0	171.0	popsa	темникова	56332.0	8.0	0.0	1555
Презентация нового альбома в клубе Arena Moscow	3.0	2.0	36.0	rock	кипелов	4392.0	3.0	0.0	2934
Презентация новой коллекции Day & Night	2.0	36.0	52.0	rap	тимати	21303.0	2.0	0.0	2806
Прекрасная Классика - Концерты Вивальди / Classical music - Vivaldi	68.0	63.0	901.0	classic	classical_channel	206421.0	29.0	0.0	1561
Прекрасная Классика - Петр Ильич Чайковский / Pyotr Tchaikovsky	77.0	86.0	1048.0	classic	classical_channel	203787.0	36.0	0.0	1555
Прекрасная леди	0.0	0.0	5.0	rock	несчастный_случай	452.0			1735
Прекрасное далеко	13034.0	3520.0	69235.0	classic	classical_channel	10052451.0	1780.0	113.0	1428
Прелюдия / Похуй нахуй	0.0	1.0	19.0	rock	гражданская_оборона	856.0			210
"Премия RU.TV. Номинация ""Лучшая певица"": НЮША"	29.0	28.0	211.0	popsa	нюша	41460.0	23.0	4.0	2357
Премия МУЗ-ТВ 2010 (бэкстейдж)	8.0	25.0	87.0	rap	тимати	40554.0	8.0	0.0	3195
Премия Муз ТВ Муз 2018.06.08 Сергей Лазарев - Так красиво	238.0	82.0	2889.0	popsa	лазарев	102340.0	169.0	2.0	278
Премия Муз-ТВ 2017.06.09 Сергей Лазарев и Дима Билан - Прости меня	775.0	156.0	6722.0	popsa	лазарев	474284.0	418.0	4.0	641
Премия Муз-тв  2010	4.0	17.0	75.0	rap	тимати	38866.0	4.0	0.0	3195
Премьера ! Стас Михайлов - Барракуда (Live in Monaco, 2018)	63.0	439.0	540.0	estrada	михайлов	80498.0	51.0	1.0	213
Премьера - Стас Михайлов - 5 новых хитов 2018	309.0	1650.0	8468.0	estrada	михайлов	2128834.0	228.0	0.0	439
Премьера - Стас Михайлов - Белая Река (Official Video 2016)	219.0	377.0	3600.0	estrada	михайлов	1258577.0	144.0	3.0	818
Премьера - Стас Михайлов - Комнаты  (Народный корпоратив 3 Москва, Кремль )	6.0	13.0	226.0	estrada	михайлов	23126.0	6.0	0.0	442
Премьера - Стас Михайлов - Метель (Народный корпоратив 3 Москва, Кремль )	44.0	71.0	841.0	estrada	михайлов	111051.0	32.0	0.0	442
Премьера 2015 !! Стас Михайлов и Лайма Вайкуле - Оставь	35.0	75.0	1147.0	estrada	михайлов	431904.0	27.0	0.0	1431
Премьера 2015 - Елена Ваенга - Королева (Official Audio)	0.0	3.0	40.0	estrada	ваенга	2786.0			1193
Премьера 2015 - Жека - Пока не кончится любовь (Official Lyric Video)	0.0	8.0	60.0	shanson	жека	28365.0			1266
Премьера 2015 - Стас Михайлов - Жадный на любовь (Live)	52.0	39.0	572.0	estrada	михайлов	179183.0	36.0	0.0	1254
Премьера 2016 - Жека -  Прилетай (Official Audio)	10.0	6.0	106.0	shanson	жека	32684.0	7.0	0.0	1178
Премьера 2016 - Стас Михайлов - Если завтра будет солнце - Илона Захарова	47.0	59.0	653.0	estrada	михайлов	200902.0	29.0	1.0	1177
Премьера 2016 Стас Михайлов - 1000 шагов | концерт - полная версия (Full HD)	191.0	339.0	2406.0	estrada	михайлов	775344.0	134.0	2.0	946
Премьера 2017 - Стас Михайлов - Журавли летят в Китай	769.0	2379.0	12570.0	estrada	михайлов	4525014.0	459.0	17.0	611
Премьера 2017 - Стас Михайлов и Александр Маршал - Наша жизнь (Official Audio 2017)	50.0	100.0	1395.0	estrada	михайлов	176483.0	47.0	0.0	644
Премьера 2017 Стас Михайлов - Дресскод (Fan Video 2017)	23.0	50.0	801.0	estrada	михайлов	138245.0	17.0	0.0	680
Премьера 2017 Стас Михайлов и Елена Север – Не зови, не слышу (Fan Video)	645.0	2791.0	31862.0	estrada	михайлов	9662237.0	427.0	4.0	680
"Премьера клипа Олега Газманова ""Домой"""	106.0	64.0	1690.0	estrada	газманов	342298.0	64.0	1.0	2374
Премьера клипа Ревность на RU.TV	17.0	10.0	281.0	popsa	темникова	19789.0	15.0	2.0	1112
Премьера клипа Тимати & DJ Smash - Фокусы	7.0	26.0	109.0	rap	тимати	37720.0	7.0	0.0	2827
Премьера клипа! Несчастный случай - Плохой танцор.	59.0	70.0	830.0	rock	несчастный_случай	33420.0	42.0	0.0	182
"Премьера на Первом: Концерт Валерии в ""Альберт-Холле"""	2.0			estrada	валерия	5826.0	2.0	0.0	1417
Премьера песни! Макс Барских - HLOP, HLOP, HLOP	28.0	14.0	680.0	popsa	барских	83296.0	24.0	0.0	1287
Премьера песни! Макс Барских – «Последний летний день»	190.0	320.0	5788.0	popsa	барских	1176250.0	115.0	0.0	951
Премьера сингла Ревность. Елена Темникова	8.0	4.0	173.0	popsa	темникова	8915.0	8.0	0.0	1136
"Премьера шоу ""N-тур"" в Москве. Pro-новости 20.04.2018"	67.0	20.0	639.0	popsa	лазарев	15706.0	40.0	0.0	327
Премьера! LOBODA - 40 градусов! (Crimea Music Fest-2012)	21.0	6.0	179.0	popsa	loboda	40738.0	19.0	0.0	2385
Премьера! Noize MC - Make Some N**ze (teaser)	234.0	149.0	2637.0	rap	noizemc	65734.0	113.0	14.0	1069
Премьера! Noize MC — В темноте	3388.0	1914.0	77210.0	rap	noizemc	1618176.0	1791.0	94.0	127
Премьера! БИЛИК - Грешник	78.0	149.0	683.0	popsa	темникова	32753.0			13
Премьера! БИЛИК - На дне (Official Audio, 2018)	62.0	166.0	738.0	popsa	темникова	33052.0	47.0	4.0	132
Премьера! БИЛИК - Так хочу (Official audio 2019)	41.0	62.0	347.0	popsa	темникова	10906.0			7
Премьера! Валерия - Формула счастья	57.0			estrada	валерия	174877.0	41.0	1.0	1297
Премьера! ИНДАБЛЭК - ATM (Official Audio, 2018)	51.0	84.0	354.0	popsa	темникова	14769.0	45.0	3.0	134
