Time	Location	Type_of_bomb	Damage	x	y
22:45	9 Franklin Street, Bromley, E3, London, UK	IB	Back room on 1st floor damaged with contents	0.018173	51.400176
22:47	Trinity Wharf Buoy, Limehouse Reach. E., London, UK	IB	2 dumb barges, unladen, damaged	-0.039625	51.512637
22:47	Rotherhithe Wharf, Rotherhithe Street, lower Pool, S.E, London, UK	IB	dumb barge and contents severely damaged	-0.045149	51.505227
22:47	Rotherhithe Wharf, Rotherhithe Street, lower Pool, S.E, London, UK	Unknown enemy action	dumb barge and contents damaged by fire and sunk	-0.045149	51.505227
22:55	Evelina Road, Camberwell, SE15, London, UK	EB 	40x40 one floor building, severely damaged, used as a mission hall.	-0.094081	51.479005
22:55	4 Stangate Street SE1, London, UK	Ib	Minor fire and explosion damage	-0.12766	51.507351
22:56	Victoria Way Charlton, 266, Woolwich Road, Charlton, SE7, London, UK	EB	40x30 roadway severely damged, gas main fractured, 20 private houses danaged	0.046694	51.482797
22:57	1-9 Seward Street, EC1, London, UK	IB	120x80, range of buildings, contents, roofs and all floors damaged.	-0.12766	51.507351
22:57	114 Lower March, Lambeth, Se11, London, UK	Ib	Minor fire and explosion damage	-0.110277	51.491736
22:58	30 Rashmore Road, Charlton, SE7. 28, London, UK	IB	2 Private houses each with 6 rooms damaged. One male burned to death.	0.031001	51.486784
22:59	63, Chancery lane, WC1, London, UK	IB	2x1 roadway damage	-0.11211	51.516337
22:59	4, Southampton Buildings WC1, London, UK	IB	two offices slightly damaged	-0.121749	51.517979
23:00	Grays Inn Road WC1, London, UK	IB	anti aircraft shell, unexploded. 2x1 roadway damage, water mains damage	-0.116494	51.524922
23:00	Hollydale Road, Peckham, SE15, London, UK	EB	80x60 three floor building damaged	-0.069359	51.470046
23:00	Hollydale Road, Peckham SE15, London, UK	EB	18 private houses damaged	-0.069359	51.470046
23:00	181 Wellmeadow Road, Catford, SE6, London, UK	EB & IB	House of eight rooms, back room on groung floor and contents damaged by fire	-0.025584	51.443299
23:00	Alnwick Road Eltham Se12, London, UK	-	quarter of acre of grass burned	0.052228	51.455597
23:00	34 Winn Road Lee, SE12, London, UK	-	house of 7 rooms damaged	0.015092	51.449642
23:00	31-37 Abernethy Road Lewisham Se13, London, UK	-	four houses, each with 6 rooms slightly damaged	-0.012567	51.455849
23:00	Stonhouse Street, Clapham, SW4, London, UK	-	Suspected presence of IB	-0.169827	51.463997
23:04	216 Goswel Road, EC1, London, UK	IB	Workshop on ground floor damaged, roof partly off	-0.100378	51.527208
23:05	Strand WC2, London, UK	IB	2x1 roof damage	-0.119242	51.511197
23:06	240 Goswell Road, EC1, London, UK	IB	2x1 roadway damage	-0.100378	51.527208
23:08	2-8 Crampton Street, Southwark, SE17, London, UK	EB & IB	130x60 three floor building, shops and content damaged	-0.094143	51.508769
23:08	86-102 Newington Butts, SE11, London, UK	EB & IB	10 shops and houses damaged	-0.07244	51.564903
23:08	147 Walworth Road, SE17, London, UK	EB & IB	South East Southwark Conservative and Unionist Association. Club room and ground floor damaged	-0.12766	51.507351
23:10	8-12 Dundas Road Camberwell SE15, London, UK	Eb	3 private houses damaged	-0.094081	51.479005
23:10	105-113 Tyrwhitt Road, Brockley, SE4, London, UK	-	Five private houses severely damaged	-0.037594	51.464609
23:10	Glenton Road, Leiwsham SE13, London, UK	IB	IB in street	-0.012567	51.455849
23:10	Tarn Street, Camberwell, Greater London, SE1, London, UK	IB	2x1 paving damage	-0.120365	51.503427
23:10	Braganza Street, Se17, London, UK	IB	IB burned out in street	-0.12766	51.507351
23:10	82 Reculver Road, Rotherhithe, SE16, London, UK	IB	Front of house and shop scorched	-0.045149	51.505227
23:11	Westminster Bridge, SW1, London, UK	IB	Suspected presence of IB	-0.121767	51.500876
23:11	215-217, Commercial Road, Stepney E1, London, UK	IB	Building of three floors and a shop and house of 7 rooms severely damaged	-0.052569	51.517155
23:11	Tynte Street, Homerton E9, London, UK	IB	2x1 roof damage	-0.047584	51.546799
23:12	Lewisham Hospital, Lewisham , SE13, London, UK	-	Bomb splinters	-0.012567	51.455849
23:15	Rolt Street, Deptford, SE8, London, UK	IB	IB burned out in street. 	-0.026878	51.479117
23:20	36-38 Cliffview Road, Lewisham SE13, London, UK	EB	2 private houses damaged	-0.012567	51.455849
23:20	31 Amelia Street, Walworth Se17, London, UK	IB	Coal Merchants. Timber shed building50x30  used as storeand contents damaged	-0.093182	51.479796
23:20	Carpenters Rd E15, London, UK	EB and IB	Waste Rubber Merchants- Some stock in yard and a range of buildings covering an area of about 200x100 feet severely damaged	-0.12766	51.507351
23:21	Bedford Road, WC1, London, UK	IB	shop and house of 7 rooms damaged with contents, upper part of house slightly damaged	-0.12766	51.507351
23:22	1 Philpot Street, Stepney, E1, London, UK	IB	Coal Merchant-Building of 2 floors about 60x 40 ft (used as workshops, office and store) and contents damaged by fire. Rest of building and contents slightly damaged	-0.058687	51.515344
23:25	Upbrook Mews, Hyde Park, w2, London, UK	IB	30 private houses damaged by explosion, 1 person killed, 17 injured and moved to hospital	-0.163826	51.507581
23:28	Wallis Road, Hackney Wick, E9, London, UK	IB	Sweet manufacturers- A building of 3 floors about 100x 40 ft(used as machine room, work room and store) third floor and contents severely damaged.	-0.020086	51.543898
23:29	2 Leamore St, Hammersmith, w6, London, UK	IB	1st floor landing and contents slightly damaged, roof damage	-0.367016	51.467128
23:30	140 Dorset House, Marylebone Road, NW1, London, UK	IB	The bomb bured out the 8ths floor verandah	-0.155723	51.522389
23:30	Baker Street, w1, London, UK	-	fire caused by flame falling from aircraft	-0.12766	51.507351
23:31	Seymour Buildings, Seymour Place, Westminister, London W1, London, UK	IB	Two bombs burnt out roof and back area	-0.125629	51.499889
23:31	Addison Road, Kensington, w14, London, UK	IB	4x2 roadway damage 	-0.208427	51.501392
23:31	Railway Arches, Hammersmith Grove, Hammersmith, w6, London, UK	IB	timber shed building and its contents damaged	-0.229735	51.498846
23:32	Eade Road, Finsbury Park, N4, London, UK	IB	IB(unignited)	-0.101626	51.57067
23:34	Crawford Street, w1, London, UK	IB	1x1 ft of damage to roadway	-0.160673	51.519604
23:34	Holland Villas Road , Kensington W1, London, UK	IB	4x2 roadway damage 	-0.177444	51.501027
23:34	158 Sussec Gardens, w2, London, UK	IB	bomb burned out on a waste ground	-0.168138	51.517738
23:35	9 Kensington Palace Gardens, w8, London, UK	IB	4x2 ft of roof damage.	-0.118685	51.496856
23:35	1-15 Haddo Terrace, Greenwich SE10, London, UK	EB	8 houses damaged	-0.007492	51.480323
23:35	Prior Street Greenwich, SE10, London, UK	EB	South Met Gas Company: 40x30 carriageway. Gas destroyed	-0.007492	51.480323
23:35	Vauxhall Walk, Lambeth, Se11, London, UK	IB	IB burned out in street	-0.110277	51.491736
23:36	99-101 Cambridge heath Road, Bethnal Green, E2, London, UK	IB	B. and R. Goldfarb, Ltd. Wholesale tobacconists. 60x40 four floor building, used as showrooms offices and stores,. Two top floors and contnts damaged	-0.054905	51.523672
23:38	94 Royal Hill, Greenwich SE10, London, UK	EB	Grocer, shop and house of 8 rooms	-0.007492	51.480323
23:38	96 Royal Hill, Greenwich SE10, London, UK	EB	Baker, shop and house of 6 rooms	-0.007492	51.480323
23:38	98 Royal Hill, Greenwich SE10, London, UK	EB	Greengrocer shop and house of 6 rooms damaged	-0.007492	51.480323
23:39	Polygon Road, NW1, London, UK	IB	Back room on ground floor and contents damaged, 2x1  of roof damaged.	-0.12766	51.507351
23:39	New Kent Road, Se1 and Trocadero Cinema , London, UK	EB	6x4 roadway and paving damaged. Cinema window broken	-0.09179	51.494181
23:41	Steedman  Street, Se17, London, UK	IB	Coal Merchants. Timber shed building 30x20 used as storeand contents damaged	-0.12766	51.507351
23:41	117 Walworth Road, Se17, London, UK	IB	2x1 roof damage	-0.12766	51.507351
23:43	50, Rushey Gren, Catford, Se6, London, UK	-	Falling Shrapnel	-0.00239	51.445095
23:45	Westferry Road, Docklands, London E14, London, UK	COB	Preserving manufacturers- building of two floors, 10 x 40 ft, used as workshops and stores. Top floor and contents damaged.	0.048042	51.503752
23:45	Pier Road, North Woolwich, E16, London, UK	IB	M. B Foster and Sons. Bottlers. 40x30 of deck planking damaged. Cutting away on quay side. 	0.062208	51.498667
23:46	2 Athol Street, Poplar E14, London, UK	EB	4 private houses of 6 rooms severely damaged, Collapsed. 35 buildings damaged by explosion, 1 male severly injured, (since dead)	-0.017068	51.507693
23:46	24-48 Dee Street, Poplar E14. 2-22., London, UK	EB	London Country Council. 18 Private houses of 6 rooms and contnts, garages damaged. One van, one car, a staff car all destoryed. 24 inch gas main, 4 inch service pipe, 80x60 roadway damaged. 76 buildings damaged. Firemen, Strutton and Westwood, severely injured, since dead. 2 males and 1 female air raid warden severely injured, since dead. 	-0.223591	51.501285
23:46	 Culloden Street School, Poplar, E14. , London, UK	EB	London Country Council. 18 Private houses of 6 rooms and contnts, garages damaged. One van, one car, a staff car all destoryed. 24 inch gas main, 4 inch service pipe, 80x60 roadway damaged. 76 buildings damaged. Firemen, Strutton and Westwood, severely injured, since dead. 2 males and 1 female air raid warden severely injured, since dead. 	-0.017068	51.507693
23:46	50 -68 and 41-71 Aberfeldy Street Poplar, E14., London, UK	EB	London Country Council. 18 Private houses of 6 rooms and contnts, garages damaged. One van, one car, a staff car all destoryed. 24 inch gas main, 4 inch service pipe, 80x60 roadway damaged. 76 buildings damaged. Firemen, Strutton and Westwood, severely injured, since dead. 2 males and 1 female air raid warden severely injured, since dead. 	-0.017068	51.507693
23:46	2-36 and 1-37 Ettrick Street Poplar, E14, London, UK	EB	London Country Council. 18 Private houses of 6 rooms and contnts, garages damaged. One van, one car, a staff car all destoryed. 24 inch gas main, 4 inch service pipe, 80x60 roadway damaged. 76 buildings damaged. Firemen, Strutton and Westwood, severely injured, since dead. 2 males and 1 female air raid warden severely injured, since dead. 	-0.017068	51.507693
23:48	139 Walworth Road Se17, London, UK	IB	Shop and house of 8 rooms damaged	-0.12766	51.507351
23:48	30 Kenton Road, Hackney E9, London, UK	EB	Alarm Caused by unexploded bomb in private house	-0.304313	51.587131
23:52	Mare Street, Hackney, E9, London, UK	EB	4 shops and 10 house severely damage. And 50 houses damaged by the explosion	-0.052974	51.545914
23:52	186, 188, 190 and 192. 233-251, 201-231 and 253-257., London, UK	EB	4 shops and 10 house severely damage. And 50 houses damaged by the explosion	-0.12766	51.507351
23:52	9 Lyme Grove, Hackney , e9, London, UK	EB	Roadway and 1 private houses damaged	0.011391	51.539103
23:52	12. St. Thomas Square E9, London, UK	EB	Roadway and 1 private houses severely damaged, and 20 houses damaged	-0.12766	51.507351
23:52	London Lane, Hackney, London E8, London, UK	EB	Roadway and 10 houses damaged	-0.056783	51.542397
23:54	Tillostson Street, Dean Cross Street, Stepney, E1, London, UK	EB &IB	Minor fire damage in these areas.	-0.052569	51.517155
23:55	41-47 Abernethy Road, Lee SE12, London, UK	EB	four houses, each with 6 rooms severely damaged	0.015092	51.449642
23:56	17, 17a, 17b, Doris Street, SE11, London, UK	EB	Buildings damaged	-0.12766	51.507351
23:58	Eckington Gardens, Newcross SE14, London, UK	IB	6x6 of pavement damage, (Deptford Borough Council)	0.056962	51.402356
23:58	72-74 Ansdell Road, Peckham, SE15, London, UK	EB	2 private houses damaged	-0.069359	51.470046
23:58	Valentine Road, Hackney E9, London, UK	EB	Roadway and 4 private houses severely damaged, and 20 houses damaged	-0.052974	51.545914
23:58	Poole Road, London E9 7AE, London, UK	EB	Roadway and 3 private houses severely damaged, and 24 houses damaged	-0.339725	51.568895
23:59	189, Sussex Gardens W2, London, UK	IB	2x1 damage on roof, balck room on 5th floor and contents damaged	-0.168138	51.517738
23:59	Bale Rd, Tower Hamlets, London E1 4QJ, United Kingdom, London, UK	EB	Two houses each of 6 rooms and contents severely damaged. Many houses in this thoroughfare damaged by explosion	-0.039948	51.519879
23:59	Benledi Street, Poplar E14, London, UK	EB and IB	57 buildings damaged by explosion. 4 persons severely injured, extricated by the Brigade and removed to hospital	-0.017068	51.507693
